QDate,Queue No,index,Svc,Counter,UserID,QTime,Start,End,WT,ST,Valid,Remark
10-Aug-19,1040,0,Ultrasound/ Review,Ultrasound Room 5,8888,8:18:18,9:16:46,9:25:40,58,9,Y,
10-Aug-19,1040,1,Ultrasound/ Review,Review Room 4,8888,9:25:40,9:43:38,9:48:26,18,5,Y,Transferred
10-Aug-19,1041,0,Ultrasound/ Review,Ultrasound Room 5,8888,8:19:06,9:25:46,9:27:10,66,2,Y,
10-Aug-19,1041,1,Ultrasound/ Review,Treatment Room 3,8888,9:27:10,9:55:33,9:57:46,28,2,Y,Transferred
10-Aug-19,1042,0,Ultrasound/ Review,Ultrasound Room 5,8888,8:21:04,9:29:16,9:32:02,68,3,Y,
10-Aug-19,1042,1,Ultrasound/ Review,Treatment Room 3,8888,9:32:02,10:01:34,10:05:08,29,4,Y,Transferred
10-Aug-19,1043,0,Ultrasound/ Review,Ultrasound Room 5,8888,8:22:31,9:32:40,9:33:47,70,1,Y,
10-Aug-19,1043,1,Ultrasound/ Review,Review Room 4,8888,9:33:47,9:57:11,10:02:11,24,5,Y,Transferred
10-Aug-19,1044,0,Ultrasound/ Review,Ultrasound Room 5,8888,8:24:06,9:38:20,9:40:08,74,2,Y,
10-Aug-19,1044,1,Ultrasound/ Review,Treatment Room 3,8888,9:40:08,10:05:08,10:05:23,25,0,Y,Transferred
10-Aug-19,1044,2,Ultrasound/ Review,Treatment Room 3,8888,10:05:23,10:05:23,10:12:17,0,7,Y,Transferred
10-Aug-19,1045,0,Ultrasound/ Review,Ultrasound Room 5,8888,8:26:06,9:44:16,9:45:40,78,1,Y,
10-Aug-19,1045,1,Ultrasound/ Review,Review Room 4,8888,9:45:40,10:02:11,10:10:57,17,8,Y,Transferred
10-Aug-19,1046,0,Ultrasound/ Review,Treatment Room 3,8888,8:33:46,10:13:41,10:17:47,100,4,Y,
10-Aug-19,1047,0,Ultrasound/ Review,Ultrasound Room 5,8888,8:35:58,9:50:38,9:50:49,75,0,Y,
10-Aug-19,1047,1,Ultrasound/ Review,Ultrasound Room 5,8888,9:50:49,9:50:49,9:51:39,0,1,Y,Transferred
10-Aug-19,1047,2,Ultrasound/ Review,Review Room 4,8888,9:51:39,10:10:57,10:14:45,19,4,Y,Transferred
10-Aug-19,1048,0,Ultrasound/ Review,,,8:41:42,,,0,0,N,
10-Aug-19,1049,0,Ultrasound/ Review,Treatment Room 3,8888,8:43:31,10:17:47,10:20:53,94,3,Y,
10-Aug-19,1050,0,Ultrasound/ Review,Ultrasound Room 5,8888,8:45:17,9:55:42,9:57:38,70,2,Y,
10-Aug-19,1050,1,Ultrasound/ Review,Review Room 4,8888,9:57:38,10:14:45,10:24:33,17,10,Y,Transferred
10-Aug-19,1051,0,Ultrasound/ Review,Review Room 4,8888,8:50:21,10:24:33,10:28:03,94,4,Y,
10-Aug-19,1052,0,Ultrasound/ Review,Ultrasound Room 5,8888,8:53:36,10:06:02,10:06:20,73,0,Y,
10-Aug-19,1052,1,Ultrasound/ Review,Ultrasound Room 5,8888,10:06:20,10:06:20,10:08:08,0,2,Y,Transferred
10-Aug-19,1052,2,Ultrasound/ Review,Treatment Room 3,8888,10:08:08,10:22:03,10:33:06,14,11,Y,Transferred
10-Aug-19,1053,0,Ultrasound/ Review,Ultrasound Room 5,8888,8:56:35,10:10:44,10:11:43,74,1,Y,
10-Aug-19,1053,1,Ultrasound/ Review,Review Room 4,8888,10:11:43,10:31:06,10:34:23,20,3,Y,Transferred
10-Aug-19,1054,0,Ultrasound/ Review,Ultrasound Room 5,8888,8:59:22,10:17:30,10:18:12,78,1,Y,
10-Aug-19,1054,1,Ultrasound/ Review,Treatment Room 3,8888,10:18:12,10:33:06,10:38:03,15,5,Y,Transferred
10-Aug-19,1055,0,Ultrasound/ Review,Ultrasound Room 5,8888,9:02:16,10:25:04,10:26:08,83,1,Y,
10-Aug-19,1055,1,Ultrasound/ Review,Treatment Room 3,8888,10:26:08,10:38:03,10:43:25,12,5,Y,Transferred
10-Aug-19,1056,0,Ultrasound/ Review,Ultrasound Room 5,8888,9:09:42,10:29:05,10:30:07,80,1,Y,
10-Aug-19,1056,1,Ultrasound/ Review,Review Room 4,8888,10:30:07,10:34:23,10:42:25,4,8,Y,Transferred
10-Aug-19,1057,0,Ultrasound/ Review,Ultrasound Room 5,8888,9:10:57,10:33:16,10:34:32,83,1,Y,
10-Aug-19,1057,1,Ultrasound/ Review,Review Room 4,8888,10:34:32,10:42:25,10:59:29,8,17,Y,Transferred
10-Aug-19,1058,0,Ultrasound/ Review,Ultrasound Room 5,8888,9:12:34,10:38:45,10:41:15,86,3,Y,
10-Aug-19,1058,1,Ultrasound/ Review,Treatment Room 3,8888,10:41:15,10:43:25,11:17:07,2,30,Y,Transferred
10-Aug-19,1059,0,Ultrasound/ Review,Ultrasound Room 5,8888,9:12:50,10:41:26,10:42:20,89,1,Y,
10-Aug-19,1059,1,Ultrasound/ Review,Review Room 4,8888,10:42:20,10:59:30,11:12:34,17,13,Y,Transferred
10-Aug-19,1060,0,Ultrasound/ Review,Review Room 4,8888,9:13:22,11:12:34,11:16:59,119,4,Y,
10-Aug-19,1061,0,Ultrasound/ Review,Treatment Room 3,8888,9:20:19,11:24:10,11:29:45,124,5,Y,
10-Aug-19,1062,0,Ultrasound/ Review,,,9:24:57,,,0,0,N,
10-Aug-19,1063,0,Ultrasound/ Review,,,9:29:36,,,0,0,N,
10-Aug-19,1064,0,Ultrasound/ Review,Ultrasound Room 5,8888,9:31:53,10:50:14,10:51:44,79,1,Y,
10-Aug-19,1064,1,Ultrasound/ Review,Review Room 4,8888,10:51:44,11:16:59,11:20:43,25,4,Y,Transferred
10-Aug-19,1065,0,Ultrasound/ Review,Review Room 4,8888,9:35:34,11:25:37,11:25:46,110,0,Y,
10-Aug-19,1065,1,Ultrasound/ Review,Review Room 4,8888,11:25:46,11:25:46,11:28:46,0,3,Y,Transferred
10-Aug-19,1066,0,Ultrasound/ Review,Ultrasound Room 5,8888,9:38:04,10:55:46,10:55:51,77,0,Y,
10-Aug-19,1066,1,Ultrasound/ Review,Ultrasound Room 5,8888,10:55:51,10:55:51,10:56:40,0,1,Y,Transferred
10-Aug-19,1066,2,Ultrasound/ Review,Review Room 4,8888,10:56:40,11:20:43,11:24:59,24,4,Y,Transferred
10-Aug-19,1067,0,Ultrasound/ Review,Ultrasound Room 5,8888,9:45:32,11:00:26,11:01:31,75,1,Y,
10-Aug-19,1067,1,Ultrasound/ Review,Treatment Room 3,8888,11:01:31,11:29:45,14:03:29,28,30,Y,Transferred
10-Aug-19,1068,0,Ultrasound/ Review,Review Room 4,8888,9:57:06,11:24:59,11:25:21,87,1,Y,
10-Aug-19,1068,1,Ultrasound/ Review,Review Room 4,8888,11:25:21,11:25:21,11:25:37,0,0,N,
10-Aug-19,1069,0,Ultrasound/ Review,,,9:57:52,,,0,0,N,
10-Aug-19,1070,0,Ultrasound/ Review,Ultrasound Room 5,8888,9:59:55,11:05:51,11:06:43,66,1,Y,
10-Aug-19,1070,1,Ultrasound/ Review,Treatment Room 3,8888,11:06:43,11:17:07,11:24:10,11,7,Y,Transferred
10-Aug-19,1071,0,Ultrasound/ Review,,,10:14:48,,,0,0,N,
10-Aug-19,1072,0,Ultrasound/ Review,,,10:59:29,11:16:09,11:16:09,17,0,Y,
10-Aug-19,1072,1,Ultrasound/ Review,Review Room 4,8888,11:16:09,11:28:46,12:23:43,12,30,Y,Transferred
10-Aug-19,1073,0,Ultrasound/ Review,Ultrasound Room 5,8888,11:01:07,11:31:42,11:31:54,30,0,Y,
13-Aug-19,1001,0,Ultrasound/ Review,Ultrasound Room 5,8888,7:20:49,7:49:43,7:50:02,29,1,Y,
13-Aug-19,1001,1,Ultrasound/ Review,Ultrasound Room 5,8888,7:50:02,7:50:02,7:50:48,0,0,N,
13-Aug-19,1001,2,Ultrasound/ Review,Ultrasound Room 5,8888,7:56:21,7:56:21,7:58:08,0,2,Y,Transferred
13-Aug-19,1001,3,Ultrasound/ Review,Review Room 4,8888,7:58:08,8:33:21,8:34:21,35,1,Y,
13-Aug-19,1002,0,Ultrasound/ Review,Review Room 4,8888,7:20:58,8:35:59,8:37:05,75,2,Y,
13-Aug-19,1003,0,Ultrasound/ Review,Ultrasound Room 5,8888,7:21:23,7:50:48,7:56:15,29,6,Y,
13-Aug-19,1003,1,Ultrasound/ Review,Review Room 4,8888,7:56:15,8:37:05,8:39:06,41,2,Y,Transferred
13-Aug-19,1004,0,Ultrasound/ Review,Review Room 4,8888,7:21:26,8:39:06,8:42:55,78,3,Y,
13-Aug-19,1005,0,Ultrasound/ Review,Ultrasound Room 5,8888,7:22:06,8:03:12,8:05:06,41,2,Y,
13-Aug-19,1005,1,Ultrasound/ Review,Review Room 4,8888,8:05:06,8:42:55,8:47:05,37,5,Y,Transferred
13-Aug-19,1006,0,Ultrasound/ Review,Treatment Room 3,8888,7:22:11,8:42:41,8:45:14,80,3,Y,
13-Aug-19,1007,0,Ultrasound/ Review,Treatment Room 3,8888,7:22:20,9:00:07,9:03:51,98,3,Y,
13-Aug-19,1008,0,Ultrasound/ Review,Ultrasound Room 5,8888,7:22:55,8:09:19,8:14:23,47,5,Y,
13-Aug-19,1008,1,Ultrasound/ Review,Treatment Room 3,8888,8:14:23,8:45:37,8:45:46,31,0,Y,Transferred
13-Aug-19,1008,2,Ultrasound/ Review,Treatment Room 3,8888,8:45:46,8:45:46,8:53:10,0,8,Y,Transferred
13-Aug-19,1009,0,Ultrasound/ Review,Treatment Room 3,8888,7:23:02,9:06:16,9:09:14,103,3,Y,
13-Aug-19,1010,0,Ultrasound/ Review,Ultrasound Room 5,8888,7:26:40,8:14:25,8:17:24,48,3,Y,
13-Aug-19,1010,1,Ultrasound/ Review,Review Room 4,8888,8:17:24,8:47:05,8:48:29,30,1,Y,Transferred
13-Aug-19,1011,0,Ultrasound/ Review,Ultrasound Room 5,8888,7:30:41,8:22:34,8:24:25,52,2,Y,
13-Aug-19,1011,1,Ultrasound/ Review,Review Room 4,8888,8:24:25,8:49:22,8:49:27,25,0,Y,Transferred
13-Aug-19,1011,2,Ultrasound/ Review,Review Room 4,8888,8:49:27,8:49:27,8:52:42,0,3,Y,Transferred
13-Aug-19,1012,0,Ultrasound/ Review,Treatment Room 3,8888,7:31:43,9:09:14,9:12:28,98,3,Y,
13-Aug-19,1013,0,Ultrasound/ Review,Review Room 4,8888,7:35:06,8:55:26,8:55:45,80,0,Y,
13-Aug-19,1013,1,Ultrasound/ Review,Review Room 4,8888,8:55:45,8:55:45,8:56:00,0,1,Y,Transferred
13-Aug-19,1013,2,Ultrasound/ Review,Review Room 4,8888,8:56:00,8:56:00,8:58:23,0,2,Y,Transferred
13-Aug-19,1014,0,Ultrasound/ Review,,,7:36:10,7:36:10,7:36:10,0,0,N,
13-Aug-19,1015,0,Ultrasound/ Review,Treatment Room 3,8888,7:36:49,9:12:28,9:24:24,96,12,Y,
13-Aug-19,1016,0,Ultrasound/ Review,Ultrasound Room 5,8888,7:37:37,8:31:10,8:31:47,54,0,Y,
13-Aug-19,1016,1,Ultrasound/ Review,Ultrasound Room 5,8888,8:31:47,8:31:47,8:32:44,0,1,Y,Transferred
13-Aug-19,1016,2,Ultrasound/ Review,Ultrasound Room 5,8888,8:48:11,8:48:11,8:48:24,0,0,N,
13-Aug-19,1016,3,Ultrasound/ Review,Ultrasound Room 5,8888,8:48:24,8:48:24,8:50:30,0,2,Y,
13-Aug-19,1016,4,Ultrasound/ Review,Review Room 4,8888,8:50:30,9:04:43,9:07:46,14,3,Y,
13-Aug-19,1017,0,Ultrasound/ Review,Review Room 4,8888,7:38:12,8:58:23,9:04:43,80,6,Y,
13-Aug-19,1018,0,Ultrasound/ Review,Ultrasound Room 5,8888,7:41:25,8:32:44,8:33:20,51,1,Y,
13-Aug-19,1018,0,Ultrasound/ Review,Review Room 4,8888,8:33:21,9:20:05,9:20:30,47,0,Y,
13-Aug-19,1018,1,Ultrasound/ Review,Review Room 4,8888,9:20:30,9:20:30,9:22:58,0,2,Y,Transferred
13-Aug-19,1019,0,Ultrasound/ Review,Ultrasound Room 5,8888,7:42:35,8:33:20,8:35:29,51,2,Y,
13-Aug-19,1019,1,Ultrasound/ Review,Review Room 4,8888,8:35:29,10:08:09,10:10:07,93,2,Y,Transferred
13-Aug-19,1019,2,Ultrasound/ Review,Review Room 4,8888,10:27:54,10:27:54,10:30:45,0,3,Y,Transferred
13-Aug-19,1020,0,Ultrasound/ Review,Treatment Room 3,8888,7:52:22,9:24:24,9:27:46,92,3,Y,
13-Aug-19,1021,0,Ultrasound/ Review,Review Room 4,8888,7:53:42,9:22:58,9:23:18,89,1,Y,
13-Aug-19,1021,1,Ultrasound/ Review,Review Room 4,8888,9:23:18,9:23:18,9:23:36,0,0,N,
13-Aug-19,1021,2,Ultrasound/ Review,Review Room 4,8888,9:23:36,9:23:36,9:25:22,0,2,Y,Transferred
13-Aug-19,1021,3,Ultrasound/ Review,Review Room 4,8888,9:25:22,9:25:22,9:25:27,0,0,N,
13-Aug-19,1021,4,Ultrasound/ Review,Review Room 4,8888,9:25:27,9:25:27,9:25:38,0,0,N,
13-Aug-19,1022,0,Ultrasound/ Review,Treatment Room 3,8888,7:56:46,9:27:46,9:31:24,91,4,Y,
13-Aug-19,1023,0,Ultrasound/ Review,Ultrasound Room 5,8888,7:58:32,8:57:14,8:57:37,59,0,Y,
13-Aug-19,1023,1,Ultrasound/ Review,Ultrasound Room 5,8888,8:57:37,8:57:37,9:00:39,0,3,Y,Transferred
13-Aug-19,1023,2,Ultrasound/ Review,Review Room 4,8888,9:00:39,9:07:46,9:09:46,7,2,Y,Transferred
13-Aug-19,1024,0,Ultrasound/ Review,Review Room 4,8888,8:00:53,9:25:38,9:25:50,85,0,Y,
13-Aug-19,1024,1,Ultrasound/ Review,Review Room 4,8888,9:25:50,9:25:50,9:30:21,0,5,Y,Transferred
13-Aug-19,1025,0,Ultrasound/ Review,Ultrasound Room 5,8888,8:01:08,9:03:03,9:06:12,62,3,Y,
13-Aug-19,1025,1,Ultrasound/ Review,Review Room 4,8888,9:06:12,9:15:10,9:15:40,9,0,Y,Transferred
13-Aug-19,1025,2,Ultrasound/ Review,Review Room 4,8888,9:15:40,9:15:40,9:15:48,0,0,N,
13-Aug-19,1025,3,Ultrasound/ Review,Review Room 4,8888,9:15:48,9:15:48,9:20:05,0,5,Y,
13-Aug-19,1026,0,Ultrasound/ Review,Treatment Room 3,8888,8:04:44,9:33:44,9:39:11,89,6,Y,
13-Aug-19,1027,0,Ultrasound/ Review,Ultrasound Room 5,8888,8:05:56,9:13:26,9:19:23,68,6,Y,
13-Aug-19,1027,1,Ultrasound/ Review,Treatment Room 3,8888,9:19:23,9:39:11,9:41:33,20,2,Y,Transferred
13-Aug-19,1028,0,Ultrasound/ Review,Treatment Room 3,8888,8:06:04,10:11:40,10:14:07,125,3,Y,
13-Aug-19,1029,0,Ultrasound/ Review,Ultrasound Room 5,8888,8:06:28,9:19:51,9:20:05,73,1,Y,
13-Aug-19,1029,1,Ultrasound/ Review,Ultrasound Room 5,8888,9:20:05,9:20:05,9:20:22,0,0,N,
13-Aug-19,1029,2,Ultrasound/ Review,Ultrasound Room 5,8888,9:20:22,9:20:22,9:22:35,0,2,Y,Transferred
13-Aug-19,1029,3,Ultrasound/ Review,Review Room 4,8888,9:22:35,9:30:21,10:01:04,8,30,Y,
13-Aug-19,1030,0,Ultrasound/ Review,Review Room 4,8888,8:12:34,10:05:21,10:08:09,113,3,Y,
13-Aug-19,1031,0,Ultrasound/ Review,Ultrasound Room 5,8888,8:13:54,9:26:55,9:27:24,73,1,Y,
13-Aug-19,1031,1,Ultrasound/ Review,Ultrasound Room 5,8888,9:27:24,9:27:24,9:28:01,0,1,Y,Transferred
13-Aug-19,1031,2,Ultrasound/ Review,Ultrasound Room 5,8888,9:34:23,9:34:23,9:35:34,0,1,Y,Transferred
13-Aug-19,1031,3,Ultrasound/ Review,Review Room 4,8888,9:35:34,10:10:07,10:13:50,35,3,Y,
13-Aug-19,1032,0,Ultrasound/ Review,Treatment Room 3,8888,8:14:05,10:14:07,10:24:16,120,10,Y,
13-Aug-19,1033,0,Ultrasound/ Review,Ultrasound Room 5,8888,8:17:02,9:28:01,9:30:56,71,2,Y,
13-Aug-19,1033,1,Ultrasound/ Review,Review Room 4,8888,9:30:56,10:01:04,10:05:21,31,4,Y,Transferred
13-Aug-19,1034,0,Ultrasound/ Review,Treatment Room 3,8888,8:17:17,10:24:16,10:26:39,127,2,Y,
13-Aug-19,1035,0,Ultrasound/ Review,Ultrasound Room 5,8888,8:20:35,9:40:51,9:42:11,80,2,Y,
13-Aug-19,1035,1,Ultrasound/ Review,Review Room 4,8888,9:42:12,10:13:50,10:18:45,31,5,Y,Transferred
13-Aug-19,1036,0,Ultrasound/ Review,Review Room 4,8888,8:20:43,10:18:45,10:21:19,118,3,Y,
13-Aug-19,1037,0,Ultrasound/ Review,Review Room 4,8888,8:22:22,10:21:19,10:23:33,119,2,Y,
13-Aug-19,1038,0,Ultrasound/ Review,Treatment Room 3,8888,8:25:39,10:30:32,10:33:48,125,3,Y,
13-Aug-19,1039,0,Ultrasound/ Review,Ultrasound Room 5,8888,8:32:32,9:47:07,9:47:54,75,0,Y,
13-Aug-19,1039,1,Ultrasound/ Review,Ultrasound Room 5,8888,9:55:53,9:55:53,9:58:20,0,3,Y,Transferred
13-Aug-19,1039,2,Ultrasound/ Review,Treatment Room 3,8888,9:58:20,10:26:39,10:27:00,28,1,Y,Transferred
13-Aug-19,1039,3,Ultrasound/ Review,Treatment Room 3,8888,10:27:00,10:27:00,10:30:32,0,3,Y,
13-Aug-19,1040,0,Ultrasound/ Review,Treatment Room 3,8888,8:35:40,10:35:02,10:41:54,120,6,Y,
13-Aug-19,1041,0,Ultrasound/ Review,Ultrasound Room 5,8888,8:42:15,9:47:54,9:48:07,65,1,Y,
13-Aug-19,1041,1,Ultrasound/ Review,Ultrasound Room 5,8888,9:48:07,9:48:07,9:50:16,0,2,Y,Transferred
13-Aug-19,1041,2,Ultrasound/ Review,Review Room 4,8888,9:50:16,10:23:33,10:27:54,33,4,Y,Transferred
13-Aug-19,1042,0,Ultrasound/ Review,Review Room 4,8888,8:42:24,10:30:45,10:34:15,108,4,Y,
13-Aug-19,1043,0,Ultrasound/ Review,,,8:43:12,11:19:36,11:19:36,156,0,Y,
13-Aug-19,1044,0,Ultrasound/ Review,Review Room 4,8888,8:46:42,10:41:17,10:44:28,115,3,Y,
13-Aug-19,1044,1,Ultrasound/ Review,Review Room 4,8888,10:53:38,10:53:38,10:53:47,0,0,N,
13-Aug-19,1044,2,Ultrasound/ Review,Review Room 4,8888,10:53:47,10:53:47,10:56:01,0,3,Y,Transferred
13-Aug-19,1045,0,Ultrasound/ Review,Treatment Room 3,8888,8:52:56,10:41:54,10:43:25,109,2,Y,
13-Aug-19,1046,0,Ultrasound/ Review,Treatment Room 3,8888,8:54:50,10:43:25,10:52:21,109,9,Y,
13-Aug-19,1047,0,Ultrasound/ Review,Ultrasound Room 5,8888,9:13:38,10:01:06,10:02:53,48,1,Y,
13-Aug-19,1047,1,Ultrasound/ Review,Review Room 4,8888,10:02:53,10:37:36,10:41:17,35,4,Y,Transferred
13-Aug-19,1048,0,Ultrasound/ Review,Ultrasound Room 5,8888,9:15:57,10:05:51,10:07:14,50,2,Y,
13-Aug-19,1048,1,Ultrasound/ Review,Review Room 4,8888,10:07:14,10:34:15,10:36:35,27,2,Y,Transferred
13-Aug-19,1049,0,Ultrasound/ Review,Ultrasound Room 5,8888,9:28:55,10:12:21,10:14:30,44,2,Y,
13-Aug-19,1049,1,Ultrasound/ Review,Treatment Room 3,8888,10:14:30,10:52:21,10:57:44,38,5,Y,Transferred
13-Aug-19,1050,0,Ultrasound/ Review,Review Room 4,8888,9:30:01,10:57:59,11:02:34,87,5,Y,
13-Aug-19,1051,0,Ultrasound/ Review,Review Room 4,8888,9:31:19,11:06:44,11:23:34,95,17,Y,
13-Aug-19,1052,0,Ultrasound/ Review,Ultrasound Room 5,8888,9:32:48,10:21:10,10:25:39,49,4,Y,
13-Aug-19,1053,0,Ultrasound/ Review,,,9:33:30,11:19:44,11:19:44,106,0,Y,
13-Aug-19,1054,0,Ultrasound/ Review,,,9:52:29,11:19:53,11:19:53,87,0,Y,
13-Aug-19,1055,0,Ultrasound/ Review,Review Room 4,8888,10:02:56,11:03:44,11:06:44,61,3,Y,
13-Aug-19,1056,0,Ultrasound/ Review,Ultrasound Room 5,8888,10:11:52,10:25:39,10:27:37,14,2,Y,
13-Aug-19,1056,1,Ultrasound/ Review,Review Room 4,8888,10:27:37,10:44:28,10:53:38,17,9,Y,Transferred
13-Aug-19,1057,0,Ultrasound/ Review,Ultrasound Room 5,,10:14:23,11:23:52,11:24:15,69,1,Y,
13-Aug-19,1057,1,Ultrasound/ Review,Ultrasound Room 5,,11:24:15,11:24:15,11:27:16,0,3,Y,Transferred
13-Aug-19,1058,0,Ultrasound/ Review,Ultrasound Room 5,8888,10:21:17,10:35:10,10:37:43,14,2,Y,
13-Aug-19,1058,1,Ultrasound/ Review,Review Room 4,8888,10:37:43,10:56:01,10:57:59,19,1,Y,Transferred
13-Aug-19,1059,0,Ultrasound/ Review,,,11:18:41,11:19:16,11:19:16,1,0,Y,
14-Aug-19,1001,0,Ultrasound/ Review,Ultrasound Room 5,8888,7:24:19,7:59:37,8:02:14,35,3,Y,
14-Aug-19,1001,1,Ultrasound/ Review,Review Room 4,8888,8:02:14,8:38:35,8:42:45,36,4,Y,Transferred
14-Aug-19,1002,0,Ultrasound/ Review,Ultrasound Room 5,8888,7:24:32,8:05:43,8:14:47,41,9,Y,
14-Aug-19,1002,1,Ultrasound/ Review,Review Room 4,8888,8:14:47,8:42:45,8:48:28,28,6,Y,Transferred
14-Aug-19,1003,0,Ultrasound/ Review,,,7:24:50,11:13:16,11:13:16,229,0,Y,
14-Aug-19,1004,0,Ultrasound/ Review,Ultrasound Room 5,8888,7:24:55,8:15:04,8:16:53,51,1,Y,
14-Aug-19,1004,1,Ultrasound/ Review,Review Room 4,8888,8:16:53,9:00:16,9:05:35,44,5,Y,Transferred
14-Aug-19,1005,0,Ultrasound/ Review,Review Room 4,8888,7:32:47,9:05:35,9:15:38,93,10,Y,
14-Aug-19,1006,0,Ultrasound/ Review,Ultrasound Room 5,8888,7:35:24,8:20:22,8:23:21,45,3,Y,
14-Aug-19,1006,1,Ultrasound/ Review,Review Room 4,8888,8:23:21,8:48:28,8:54:04,25,6,Y,Transferred
14-Aug-19,1007,0,Ultrasound/ Review,,,7:36:50,11:13:26,11:13:26,217,0,Y,
14-Aug-19,1008,0,Ultrasound/ Review,Review Room 4,8888,7:37:07,9:15:38,9:21:41,98,6,Y,
14-Aug-19,1009,0,Ultrasound/ Review,Ultrasound Room 5,8888,7:40:35,8:32:09,8:35:44,52,3,Y,
14-Aug-19,1010,0,Ultrasound/ Review,Ultrasound Room 5,8888,7:42:20,8:39:01,8:41:13,57,2,Y,
14-Aug-19,1010,1,Ultrasound/ Review,Review Room 4,8888,8:41:13,10:45:57,12:53:22,124,30,Y,Transferred
14-Aug-19,1011,0,Ultrasound/ Review,,,7:45:15,7:45:15,7:45:15,0,0,N,
14-Aug-19,1012,0,Ultrasound/ Review,Ultrasound Room 5,8888,7:47:41,8:53:16,8:53:48,66,0,Y,
14-Aug-19,1012,1,Ultrasound/ Review,Ultrasound Room 5,8888,8:53:48,8:53:48,8:55:35,0,2,Y,Transferred
14-Aug-19,1012,2,Ultrasound/ Review,Review Room 4,8888,8:55:35,9:21:41,9:26:51,26,5,Y,Transferred
14-Aug-19,1013,0,Ultrasound/ Review,Ultrasound Room 5,8888,7:48:04,8:57:49,9:11:53,69,14,Y,
14-Aug-19,1013,0,Ultrasound/ Review,Review Room 4,8888,9:11:54,9:26:51,9:28:38,15,2,Y,
14-Aug-19,1014,0,Ultrasound/ Review,,,7:50:35,11:13:34,11:13:34,203,0,Y,
14-Aug-19,1015,0,Ultrasound/ Review,Ultrasound Room 5,8888,7:56:40,9:11:54,9:12:57,75,1,Y,
14-Aug-19,1015,1,Ultrasound/ Review,Ultrasound Room 5,8888,9:12:57,9:12:57,9:16:59,0,4,Y,Transferred
14-Aug-19,1015,2,Ultrasound/ Review,Review Room 4,8888,9:16:59,9:30:15,9:37:54,14,7,Y,Transferred
14-Aug-19,1016,0,Ultrasound/ Review,,,7:57:58,11:13:40,11:13:40,196,0,Y,
14-Aug-19,1017,0,Ultrasound/ Review,Ultrasound Room 5,8888,7:59:10,9:18:11,9:19:04,79,1,Y,
14-Aug-19,1017,1,Ultrasound/ Review,Ultrasound Room 5,8888,9:19:04,9:19:04,9:23:48,0,4,Y,Transferred
14-Aug-19,1017,2,Ultrasound/ Review,Review Room 4,8888,9:23:48,9:37:54,9:41:10,14,4,Y,Transferred
14-Aug-19,1018,0,Ultrasound/ Review,Ultrasound Room 5,8888,7:59:17,9:24:59,9:28:24,85,4,Y,
14-Aug-19,1019,0,Ultrasound/ Review,Review Room 4,8888,8:10:14,9:58:40,10:01:31,108,3,Y,
14-Aug-19,1020,0,Ultrasound/ Review,Ultrasound Room 5,8888,8:10:56,9:31:03,9:35:37,81,4,Y,
14-Aug-19,1020,1,Ultrasound/ Review,Review Room 4,8888,9:35:37,9:41:10,9:41:50,6,0,Y,Transferred
14-Aug-19,1021,0,Ultrasound/ Review,Ultrasound Room 5,8888,8:17:38,9:36:42,9:42:19,79,6,Y,
14-Aug-19,1021,1,Ultrasound/ Review,Review Room 4,8888,9:42:19,9:48:38,9:58:40,6,10,Y,Transferred
14-Aug-19,1022,0,Ultrasound/ Review,Review Room 4,8888,8:21:24,10:01:31,10:13:21,100,12,Y,
14-Aug-19,1023,0,Ultrasound/ Review,Ultrasound Room 5,8888,8:23:26,9:44:17,9:44:30,81,0,Y,
14-Aug-19,1023,1,Ultrasound/ Review,Ultrasound Room 5,8888,9:44:30,9:44:30,9:44:38,0,0,N,
14-Aug-19,1023,2,Ultrasound/ Review,Ultrasound Room 5,8888,9:44:38,9:44:38,9:48:45,0,4,Y,Transferred
14-Aug-19,1023,3,Ultrasound/ Review,Review Room 4,8888,9:48:45,10:13:21,10:21:17,25,8,Y,
14-Aug-19,1024,0,Ultrasound/ Review,Review Room 4,8888,8:23:41,10:21:17,10:25:53,118,4,Y,
14-Aug-19,1025,0,Ultrasound/ Review,Ultrasound Room 5,8888,8:24:29,9:50:46,9:56:00,86,6,Y,
14-Aug-19,1025,1,Ultrasound/ Review,Review Room 4,8888,9:56:00,10:25:53,10:27:52,29,2,Y,Transferred
14-Aug-19,1026,0,Ultrasound/ Review,Review Room 4,8888,8:26:35,10:27:52,10:31:01,121,4,Y,
14-Aug-19,1027,0,Ultrasound/ Review,,,8:29:49,11:13:48,11:13:48,164,0,Y,
14-Aug-19,1028,0,Ultrasound/ Review,,,8:36:13,11:13:53,11:13:53,157,0,Y,
14-Aug-19,1029,0,Ultrasound/ Review,,,8:43:05,11:13:59,11:13:59,150,0,Y,
14-Aug-19,1030,0,Ultrasound/ Review,Review Room 4,8888,8:45:50,10:32:13,10:33:40,107,1,Y,
14-Aug-19,1031,0,Ultrasound/ Review,Ultrasound Room 5,8888,8:47:17,9:57:26,10:11:32,70,14,Y,
14-Aug-19,1031,1,Ultrasound/ Review,,,10:11:32,10:11:32,10:11:32,0,0,N,
14-Aug-19,1032,0,Ultrasound/ Review,Ultrasound Room 5,8888,8:49:49,10:13:58,10:16:27,84,3,Y,
14-Aug-19,1033,0,Ultrasound/ Review,,,8:58:25,11:14:08,11:14:08,136,0,Y,
